Sample_ID,Biosensor_Type,Pathogen_ID,Pathogen_Class,Microbial_Signature,Signal_Quality,Normalized_Data,Classification_Label
sample_0764,Mass-based,pathogen_0764,Fungi,"[0.6067163472262398, 0.39656909188672196, 0.681885253668772]",1,"[0.8897631147790656, 0.5815774571352685, 1.0]",Aspergillus
sample_0765,Optical,pathogen_0765,Fungi,"[0.48453064605414, 0.27537569440500126, 0.360707138863275]",1,"[1.0, 0.5683349374236106, 0.7444464902287536]",Candida
sample_0766,Optical,pathogen_0766,Fungi,"[0.31788698269024346, 0.14510517983316734, 0.24497056632620362]",1,"[1.0, 0.456467825782477, 0.7706215720223709]",Candida
sample_0767,Electrochemical,pathogen_0767,Virus,"[0.6381812021163317, 0.6134409218758897, 0.485368350687387]",0,"[1.0, 0.9612331416870343, 0.7605494318507222]",HIV
sample_0768,Optical,pathogen_0768,Fungi,"[0.5868797253458169, 0.7538802869721352, 0.7426886671310005]",1,"[0.7784786729242452, 1.0, 0.9851546458575214]",Penicillium
sample_0769,Mass-based,pathogen_0769,Fungi,"[0.38926132379830514, 0.6114314654230092, 0.5918329426960636]",1,"[0.6366393386853273, 1.0, 0.9679464930490833]",Penicillium
sample_0770,Optical,pathogen_0770,Fungi,"[0.7194710414462235, 0.6675472756286651, 0.052997887149881184]",1,"[1.0, 0.9278306383072967, 0.07366229368085342]",Candida
sample_0771,Mass-based,pathogen_0771,Bacteria,"[0.7499098217849313, 0.4722548954197865, 0.5792835296305361]",1,"[1.0, 0.6297489134036516, 0.7724709195723408]",L. monocytogenes
sample_0772,Mass-based,pathogen_0772,Virus,"[0.782808339954485, 0.6331793890076332, 0.9190383410163756]",1,"[0.851768968733957, 0.688958622017219, 1.0]",Influenza
sample_0773,Optical,pathogen_0773,Fungi,"[0.3777228578781043, -0.21160565626461836, 0.32685307961681986]",1,"[1.0, -0.5602140613182219, 0.8653251260804007]",Penicillium
sample_0774,Electrochemical,pathogen_0774,Virus,"[0.39950710316468463, 0.6210637915183723, 0.70330355270736]",1,"[0.5680436301320902, 0.8830664783756508, 1.0]",Influenza
sample_0775,Optical,pathogen_0775,Virus,"[0.21437499533387325, 0.5279473480458194, 0.21663099909219127]",1,"[0.4060537402590913, 1.0, 0.41032690076774536]",HIV
sample_0776,Electrochemical,pathogen_0776,Fungi,"[0.41252524359511983, 0.4215120866215035, 0.38675917882339783]",1,"[0.9786795128499994, 1.0, 0.9175518119144421]",Candida
sample_0777,Mass-based,pathogen_0777,Fungi,"[0.6047102463440646, 0.5534011014391613, 0.7914806007706786]",1,"[0.7640240907423979, 0.6991973030044007, 1.0]",Penicillium
sample_0778,Electrochemical,pathogen_0778,Bacteria,"[0.5318844409189227, 0.7105071576644637, 0.4924241222270636]",1,"[0.7485982867045298, 1.0, 0.6930600443853803]",Salmonella
sample_0779,Mass-based,pathogen_0779,Bacteria,"[0.8461477426292188, 0.8120433723170697, 0.6048780247841654]",1,"[1.0, 0.959694544352057, 0.7148610039478914]",L. monocytogenes
sample_0780,Mass-based,pathogen_0780,Virus,"[0.7074280913284129, 0.6529604398528751, 0.7020606499339016]",1,"[1.0, 0.9230060946925954, 0.9924127392447305]",HIV
sample_0781,Mass-based,pathogen_0781,Bacteria,"[0.735027377821307, 0.590002742746776, 0.5817784541063475]",1,"[1.0, 0.8026949206920725, 0.7915058291172714]",E. coli
sample_0782,Mass-based,pathogen_0782,Fungi,"[0.8191964678226866, 0.514058964653122, 0.5540466791082926]",0,"[1.0, 0.6275160902724851, 0.676329428739938]",Candida
sample_0783,Mass-based,pathogen_0783,Fungi,"[0.49310504976002834, 0.5547624959143839, 0.3743083521469264]",1,"[0.8888579408153231, 1.0, 0.6747181990555706]",Aspergillus
sample_0784,Mass-based,pathogen_0784,Bacteria,"[0.5347934999545407, 0.4974725894992419, 0.7784045084743032]",1,"[0.6870380298833989, 0.6390926363906904, 1.0]",Salmonella
sample_0785,Mass-based,pathogen_0785,Virus,"[0.3739680344727485, 0.39688306911674015, 0.2958085678510717]",1,"[0.9422625039284521, 1.0, 0.7453292691708696]",Influenza
sample_0786,Mass-based,pathogen_0786,Fungi,"[0.8678197624698902, 0.3019686417070157, 0.6738797192941776]",1,"[1.0, 0.34796239353617253, 0.7765203656762293]",Candida
sample_0787,Electrochemical,pathogen_0787,Virus,"[0.5211122948603638, 0.4431063858045963, 0.38509055237560175]",1,"[1.0, 0.8503088301214045, 0.7389780593812123]",HIV
sample_0788,Mass-based,pathogen_0788,Bacteria,"[0.42404437891986824, 0.6348839091616272, 0.6431650731792481]",1,"[0.6593087787304153, 0.9871243567740922, 1.0]",E. coli
sample_0789,Electrochemical,pathogen_0789,Bacteria,"[0.4820649888706072, 0.4677614461595993, 0.4224069496358644]",1,"[1.0, 0.9703286008292812, 0.8762448204867335]",Salmonella
sample_0790,Electrochemical,pathogen_0790,Fungi,"[0.5922282681794004, 0.6389863701803591, 0.4016399269572991]",1,"[0.9268245706277572, 1.0, 0.628557893721478]",Aspergillus
sample_0791,Mass-based,pathogen_0791,Bacteria,"[0.695466867249297, 0.41042147460492695, 0.5234720828221114]",1,"[1.0, 0.5901380697375584, 0.75269161979282]",L. monocytogenes
sample_0792,Electrochemical,pathogen_0792,Bacteria,"[0.4225637610045171, 0.47564421347455244, 0.6853611387508245]",1,"[0.6165563483431584, 0.6940052281655286, 1.0]",L. monocytogenes
sample_0793,Mass-based,pathogen_0793,Virus,"[0.39288581125318445, 0.7609364186396962, 0.3398105797793941]",1,"[0.5163188429797262, 1.0, 0.44656895301037575]",Influenza
sample_0794,Mass-based,pathogen_0794,Bacteria,"[0.5364745317208915, 0.6162952691784209, 0.7745424427195267]",1,"[0.6926341309809371, 0.795689474439286, 1.0]",Salmonella
sample_0795,Mass-based,pathogen_0795,Fungi,"[0.3443684095637155, 0.4928947649505825, 0.6514196497048732]",0,"[0.5286429565330616, 0.7566470633391076, 1.0]",Candida
sample_0796,Mass-based,pathogen_0796,Bacteria,"[0.7956525119902587, 0.8018922135684352, 0.6273739347687163]",1,"[0.9922187776953092, 1.0, 0.782366911853266]",Salmonella
sample_0797,Mass-based,pathogen_0797,Fungi,"[0.5266810402735758, 0.35138165409174127, 0.5608040137579854]",1,"[0.9391534784928708, 0.6265676519272912, 1.0]",Penicillium
sample_0798,Optical,pathogen_0798,Virus,"[0.6164711349842583, 0.19804292830798909, 0.6889287255665653]",1,"[0.8948257085336094, 0.2874650467580973, 1.0]",HIV
sample_0799,Electrochemical,pathogen_0799,Virus,"[0.49816704516804783, 0.3292222563900716, 0.29790694421996616]",1,"[1.0, 0.6608671922066107, 0.5980061248721752]",HIV
sample_0800,Electrochemical,pathogen_0800,Virus,"[0.633175349306268, 0.43817516677054175, 0.43116814661888203]",1,"[1.0, 0.6920281518391767, 0.6809616752946668]",Influenza
sample_0801,Optical,pathogen_0801,Fungi,"[0.38859580041548486, 0.37910212829796647, 0.10691315517479955]",1,"[1.0, 0.9755692879146718, 0.2751268929321637]",Aspergillus
sample_0802,Mass-based,pathogen_0802,Virus,"[0.8728284308188905, 0.5951566260095092, 0.6515910993535087]",1,"[1.0, 0.6818712647239634, 0.7465282710167722]",HIV
sample_0803,Electrochemical,pathogen_0803,Bacteria,"[0.2312406498048461, 0.5233228550759295, 0.5372715890748391]",1,"[0.43039806032370626, 0.9740378343419781, 1.0]",Salmonella
sample_0804,Electrochemical,pathogen_0804,Bacteria,"[0.42057312035336597, 0.4973462755151532, 0.4886535484932426]",1,"[0.8456344021431239, 1.0, 0.9825217812018263]",L. monocytogenes
sample_0805,Electrochemical,pathogen_0805,Bacteria,"[0.5400166853178656, 0.578011296102583, 0.4829010768890631]",1,"[0.9342666639200522, 1.0, 0.8354526635468381]",E. coli
sample_0806,Electrochemical,pathogen_0806,Fungi,"[0.6704958073873128, 0.4353550064043492, 0.470647625284562]",1,"[1.0, 0.6493031001950259, 0.701939699098956]",Penicillium
sample_0807,Mass-based,pathogen_0807,Virus,"[0.667095799518885, 0.5098741214181317, 0.5410492415687181]",1,"[1.0, 0.764319190415915, 0.8110517889018749]",Influenza
sample_0808,Mass-based,pathogen_0808,Bacteria,"[0.6619295474265284, 0.7747380153655224, 0.6768331895621451]",1,"[0.8543914643380823, 1.0, 0.8736284732882434]",L. monocytogenes
sample_0809,Electrochemical,pathogen_0809,Fungi,"[0.5127075928301891, 0.4097592876051735, 0.6651209906833092]",1,"[0.7708486125260625, 0.6160672920339035, 1.0]",Aspergillus
sample_0810,Optical,pathogen_0810,Bacteria,"[0.6270775380304774, 0.2331912033625431, 0.2704282506888408]",0,"[1.0, 0.3718698075120807, 0.4312516942293943]",E. coli
sample_0811,Optical,pathogen_0811,Virus,"[0.10954551171123172, 0.11230797883988614, 0.34414263796208855]",1,"[0.3183142674791128, 0.3263413667801844, 1.0]",Hepatitis
sample_0812,Electrochemical,pathogen_0812,Fungi,"[0.6487407988407681, 0.5360341903896444, 0.435403171738156]",0,"[1.0, 0.8262686597597706, 0.6711512094139538]",Candida
sample_0813,Mass-based,pathogen_0813,Virus,"[0.767422354079172, 0.668284956741191, 0.6120415876533863]",1,"[1.0, 0.8708176836248982, 0.7975290065504717]",HIV
sample_0814,Electrochemical,pathogen_0814,Fungi,"[0.34509454647725557, 0.5225562849791274, 0.36771497919949253]",1,"[0.6603968919655033, 1.0, 0.7036849230780571]",Aspergillus
sample_0815,Electrochemical,pathogen_0815,Fungi,"[0.6674474846352344, 0.5534678100595738, 0.48368678743696253]",1,"[1.0, 0.8292304979799999, 0.7246814147502577]",Penicillium
sample_0816,Mass-based,pathogen_0816,Bacteria,"[0.7702105653383832, 0.5217102423598307, 0.8962872331490426]",1,"[0.8593345267591307, 0.5820792967527142, 1.0]",L. monocytogenes
sample_0817,Optical,pathogen_0817,Bacteria,"[0.4088909955217228, 0.5250945339678798, 0.21571292674819142]",1,"[0.7786997751279865, 1.0, 0.41080779325230354]",Salmonella
sample_0818,Electrochemical,pathogen_0818,Fungi,"[0.5232632563425269, 0.46703256001480875, 0.3213199490981205]",1,"[1.0, 0.892538419913609, 0.6140693908914278]",Penicillium
sample_0819,Mass-based,pathogen_0819,Virus,"[0.720961493891394, 0.7422132516125644, 0.5961145375806565]",1,"[0.971367046229641, 1.0, 0.8031580361648252]",Influenza
sample_0820,Electrochemical,pathogen_0820,Virus,"[0.45404335341581636, 0.37818390371493454, 0.6284771691010453]",1,"[0.7224500359579747, 0.6017464472987576, 1.0]",Hepatitis
sample_0821,Optical,pathogen_0821,Fungi,"[0.09931756528649444, 0.33536530223589517, 0.5912547027819086]",1,"[0.1679776326838434, 0.5672095302717595, 1.0]",Aspergillus
sample_0822,Mass-based,pathogen_0822,Fungi,"[0.5966051016607676, 0.33899594377173603, 0.7408400337340567]",1,"[0.8053089391696321, 0.4575831871059862, 1.0]",Penicillium
sample_0823,Electrochemical,pathogen_0823,Bacteria,"[0.5069150013596194, 0.5146387438544744, 0.4150489428716686]",1,"[0.9849919140618782, 1.0, 0.8064860017399564]",L. monocytogenes
sample_0824,Electrochemical,pathogen_0824,Bacteria,"[0.5596277712346894, 0.5198066563159942, 0.6130301143587974]",1,"[0.9128878959234091, 0.8479300512988488, 1.0]",L. monocytogenes
sample_0825,Electrochemical,pathogen_0825,Virus,"[0.5050448960705787, 0.4341812061479363, 0.672614486260181]",1,"[0.7508683003226561, 0.6455127194212498, 1.0]",Influenza
sample_0826,Electrochemical,pathogen_0826,Bacteria,"[0.3105246404343599, 0.6540036176449018, 0.4528370911688912]",1,"[0.47480569228741265, 1.0, 0.6924076242874301]",E. coli
sample_0827,Optical,pathogen_0827,Bacteria,"[0.4335233567625263, 0.3373472914079579, 0.03363301070311542]",1,"[1.0, 0.7781525173803926, 0.07758061977163269]",Salmonella
sample_0828,Mass-based,pathogen_0828,Bacteria,"[0.5029924829307768, 0.6252183722206487, 0.7392424113286112]",1,"[0.6804161601426091, 0.845755550059646, 1.0]",Salmonella
sample_0829,Optical,pathogen_0829,Fungi,"[0.33741294964858776, 0.38654613249694547, 0.1317469548517169]",1,"[0.8728918006992452, 1.0, 0.34083112926439113]",Candida
sample_0830,Mass-based,pathogen_0830,Bacteria,"[0.7932496469703407, 0.4899893820093586, 0.6756437715362451]",0,"[1.0, 0.6176988340061361, 0.8517416605437294]",E. coli
sample_0831,Optical,pathogen_0831,Bacteria,"[0.5725378308929132, 0.6740138028645961, 0.4112690286940526]",1,"[0.8494452612982043, 1.0, 0.6101789413601566]",L. monocytogenes
sample_0832,Electrochemical,pathogen_0832,Bacteria,"[0.6432461492602842, 0.586143357838352, 0.429218291145966]",1,"[1.0, 0.9112271538856488, 0.6672691187340266]",E. coli
sample_0833,Mass-based,pathogen_0833,Bacteria,"[0.8168151845743583, 0.19466815420126193, 0.5218742800997844]",1,"[1.0, 0.23832582679361347, 0.6389135387728286]",E. coli
sample_0834,Electrochemical,pathogen_0834,Virus,"[0.29418651440829596, 0.41516422201648373, 0.3996911451915787]",1,"[0.7086027620092358, 1.0, 0.9627302257652379]",HIV
sample_0835,Electrochemical,pathogen_0835,Virus,"[0.6527832624759062, 0.5916238292488212, 0.5092405968786707]",1,"[1.0, 0.9063097405483149, 0.780106700265567]",Influenza
sample_0836,Electrochemical,pathogen_0836,Bacteria,"[0.6674556971071991, 0.6089614288998665, 0.9694472676930517]",1,"[0.6884909776428709, 0.6281532262698347, 1.0]",Salmonella
sample_0837,Electrochemical,pathogen_0837,Virus,"[0.6166518952335837, 0.5397128308215275, 0.3330405195853411]",1,"[1.0, 0.8752309609250255, 0.5400786443041541]",HIV
sample_0838,Mass-based,pathogen_0838,Bacteria,"[0.5907001216705788, 0.42461649915740096, 0.5536528177411507]",1,"[1.0, 0.7188359771393458, 0.9372823831072636]",E. coli
sample_0839,Electrochemical,pathogen_0839,Virus,"[0.4083483809163159, 0.6823834056180746, 0.6450351545520081]",1,"[0.5984148757932513, 1.0, 0.9452679377039686]",Hepatitis
sample_0840,Electrochemical,pathogen_0840,Bacteria,"[0.6567075572536644, 0.35833645570890604, 0.37020597189402354]",1,"[1.0, 0.5456560561103647, 0.5637303359842794]",E. coli
sample_0841,Mass-based,pathogen_0841,Bacteria,"[0.6960867114356081, 0.5938503276301682, 0.5517501497120023]",1,"[1.0, 0.8531269421957679, 0.7926457158966211]",E. coli
sample_0842,Optical,pathogen_0842,Fungi,"[0.3830287547644609, 0.3450294032112332, 0.6398128639859391]",1,"[0.598657476778833, 0.5392661239440409, 1.0]",Penicillium
sample_0843,Mass-based,pathogen_0843,Fungi,"[0.43735838897117374, 0.4898312854081912, 0.4891441624490848]",1,"[0.8928755716505731, 1.0, 0.9985972252496412]",Aspergillus
sample_0844,Optical,pathogen_0844,Fungi,"[0.051842081454960165, 0.5314900785669714, 0.5949243715574954]",1,"[0.08714062481461138, 0.8933741900261123, 1.0]",Candida
sample_0845,Mass-based,pathogen_0845,Virus,"[0.5420325270070909, 0.7804963777139393, 0.786395162473104]",1,"[0.6892622855187379, 0.9924989559439635, 1.0]",HIV
sample_0846,Optical,pathogen_0846,Virus,"[0.29635594552304384, 0.3323426033568933, 0.32767786236040486]",1,"[0.8917181924003754, 1.0, 0.9859640595296201]",Hepatitis
sample_0847,Electrochemical,pathogen_0847,Fungi,"[0.4876570695078654, 0.5519566551384189, 0.4409826474699944]",1,"[0.8835060959371375, 1.0, 0.7989443434818363]",Penicillium
sample_0848,Optical,pathogen_0848,Fungi,"[0.36755176154619185, 0.44732690605795383, 0.18647201021031537]",0,"[0.8216625393388999, 1.0, 0.4168584712544808]",Penicillium
sample_0849,Electrochemical,pathogen_0849,Fungi,"[0.4535874385208828, 0.4767437035671003, 0.6082765633183208]",1,"[0.7456927750864425, 0.7837614209009278, 1.0]",Aspergillus
sample_0850,Electrochemical,pathogen_0850,Virus,"[0.6660680073888061, 0.47472752874282065, 0.4636079338170824]",1,"[1.0, 0.7127313179383894, 0.6960369341781927]",Influenza
sample_0851,Electrochemical,pathogen_0851,Fungi,"[0.5392258948116581, 0.5185360354252467, 0.45527005815441834]",1,"[1.0, 0.9616304417397501, 0.8443030324302879]",Penicillium
sample_0852,Optical,pathogen_0852,Virus,"[0.48265632456206653, 0.5177190246907726, 0.4690577263222691]",1,"[0.9322746539019914, 1.0, 0.9060082862561053]",HIV
sample_0853,Optical,pathogen_0853,Bacteria,"[0.5577886506001599, 0.2064378642141014, 0.48284477532798364]",1,"[1.0, 0.37010051027747143, 0.8656410897003024]",L. monocytogenes
sample_0854,Electrochemical,pathogen_0854,Fungi,"[0.596530484323638, 0.5274751990380092, 0.4947499234136054]",0,"[1.0, 0.8842384637493833, 0.8293791120743241]",Aspergillus
sample_0855,Optical,pathogen_0855,Virus,"[0.5952093481981542, 0.5439175789946139, 0.33573426721646515]",1,"[1.0, 0.9138256659462538, 0.5640608102557794]",Hepatitis
sample_0856,Mass-based,pathogen_0856,Fungi,"[0.5987968069742592, 0.7858792977621694, 0.46497821565923825]",0,"[0.7619450069232808, 1.0, 0.5916661973197246]",Candida
sample_0857,Optical,pathogen_0857,Bacteria,"[0.17019712991027347, 0.766007723540016, 0.3552174063029372]",1,"[0.2221872243320565, 1.0, 0.46372561971221526]",Salmonella
sample_0858,Optical,pathogen_0858,Fungi,"[0.2826840371605693, 0.24006641334888473, 0.18913948007889056]",1,"[1.0, 0.8492393690151063, 0.6690844024257944]",Penicillium
sample_0859,Optical,pathogen_0859,Bacteria,"[0.6577651269050775, 0.13127853101607567, 0.29424709764774276]",1,"[1.0, 0.199582686351538, 0.4473437183151331]",Salmonella
sample_0860,Optical,pathogen_0860,Virus,"[0.3261481593785285, 0.5763512099433288, 0.5227464220842569]",1,"[0.565884401302112, 1.0, 0.906992842325528]",HIV
sample_0861,Mass-based,pathogen_0861,Virus,"[0.9160655071405992, 0.9525607563119236, 0.37811379358000796]",1,"[0.9616872215976807, 1.0, 0.3969445424604408]",HIV
sample_0862,Electrochemical,pathogen_0862,Virus,"[0.5317827368406993, 0.2753403563699446, 0.3720439055147968]",1,"[1.0, 0.5177685120162625, 0.6996163653696156]",Hepatitis
sample_0863,Electrochemical,pathogen_0863,Virus,"[0.47518283426529623, 0.5300168204624176, 0.44841418733299176]",1,"[0.8965429320728331, 1.0, 0.8460376539404335]",Hepatitis
sample_0864,Mass-based,pathogen_0864,Virus,"[0.8724688773641627, 0.6158932033254652, 0.7005309950845289]",1,"[1.0, 0.7059199695307818, 0.8029294949762797]",Influenza
sample_0865,Optical,pathogen_0865,Fungi,"[0.2580444775280548, 0.5021668237110495, 0.20141280226376956]",1,"[0.5138620580728278, 1.0, 0.4010874330074501]",Aspergillus
sample_0866,Electrochemical,pathogen_0866,Fungi,"[0.8100162823282269, 0.6038939790940638, 0.4491128350078766]",1,"[1.0, 0.7455331358998039, 0.5544491447961925]",Penicillium
sample_0867,Electrochemical,pathogen_0867,Fungi,"[0.4781473940516026, 0.5362860864583275, 0.46173839067656886]",1,"[0.8915901533252949, 1.0, 0.8609926722617827]",Penicillium
sample_0868,Optical,pathogen_0868,Bacteria,"[0.29076436866372857, -0.04952435501146485, 0.31995447327642645]",1,"[0.908767943408377, -0.15478563091905267, 1.0]",L. monocytogenes
sample_0869,Mass-based,pathogen_0869,Bacteria,"[0.6190180288739927, 0.6717098533336561, 0.5789424011171842]",1,"[0.9215556773536119, 1.0, 0.8618935664616613]",E. coli
sample_0870,Electrochemical,pathogen_0870,Bacteria,"[0.4361393787298542, 0.3945138574766138, 0.5973025370976293]",1,"[0.7301816946050693, 0.6604925192409328, 1.0]",L. monocytogenes
sample_0871,Electrochemical,pathogen_0871,Virus,"[0.48207659615450027, 0.48818719911855757, 0.35264271618209797]",1,"[0.987483074166856, 1.0, 0.7223514193301446]",Hepatitis
sample_0872,Mass-based,pathogen_0872,Fungi,"[0.7435534945507113, 0.47451220478136713, 0.48944789700437974]",1,"[1.0, 0.6381682128574877, 0.6582551229890007]",Aspergillus
sample_0873,Electrochemical,pathogen_0873,Fungi,"[0.6675207090218194, 0.5579069372350068, 0.5412280469886758]",1,"[1.0, 0.8357897061389453, 0.810803379840886]",Penicillium
sample_0874,Mass-based,pathogen_0874,Fungi,"[0.6336444643906081, 0.4738984198834789, 0.7391154527550065]",1,"[0.8573010644395785, 0.6411696821072436, 1.0]",Aspergillus
sample_0875,Electrochemical,pathogen_0875,Bacteria,"[0.5390651733153243, 0.5076545902704855, 0.4943959411798241]",1,"[1.0, 0.9417313812879815, 0.9171357484276375]",E. coli
sample_0876,Mass-based,pathogen_0876,Fungi,"[0.7429560108806519, 0.7279429827174133, 0.5837673271624568]",1,"[1.0, 0.9797928437977867, 0.7857360578730589]",Aspergillus
sample_0877,Optical,pathogen_0877,Virus,"[0.26250171703735614, 0.8577482164403927, 0.5335237650935585]",0,"[0.3060358646115566, 1.0, 0.6220050999437252]",Influenza
sample_0878,Electrochemical,pathogen_0878,Bacteria,"[0.49715902906927145, 0.6186344665391497, 0.5425256161672213]",1,"[0.8036393960565229, 1.0, 0.8769728256530759]",E. coli
sample_0879,Mass-based,pathogen_0879,Virus,"[0.6613210986614236, 0.5219479038690008, 0.530009708781083]",1,"[1.0, 0.7892503428750007, 0.801440797600247]",HIV
sample_0880,Optical,pathogen_0880,Virus,"[0.3697723735842113, 0.33107140476925456, 0.36585990610933167]",1,"[1.0, 0.8953383984859998, 0.98941925423753]",Influenza
sample_0881,Mass-based,pathogen_0881,Virus,"[0.5658038769759702, 0.5430025919850887, 0.5079173858073129]",1,"[1.0, 0.9597010803235448, 0.8976915968161248]",Hepatitis
sample_0882,Mass-based,pathogen_0882,Fungi,"[0.8222667825523974, 0.4759390336678585, 0.6523676768710256]",1,"[1.0, 0.5788134018870331, 0.7933771504742194]",Penicillium
sample_0883,Optical,pathogen_0883,Fungi,"[0.351534650158453, 0.3744260578205791, 0.21310545027228375]",1,"[0.938862674795205, 1.0, 0.5691522954163665]",Candida
sample_0884,Electrochemical,pathogen_0884,Bacteria,"[0.5678127610812184, 0.5395152210647748, 0.5736046751982616]",1,"[0.9899026030165439, 0.9405697763504035, 1.0]",Salmonella
sample_0885,Electrochemical,pathogen_0885,Bacteria,"[0.5449856116716313, 0.27087067512458907, 0.5276771358806945]",1,"[1.0, 0.4970235347934214, 0.9682404903537791]",E. coli
sample_0886,Mass-based,pathogen_0886,Fungi,"[0.8580471705951229, 0.7250408972436253, 0.6491874529591933]",1,"[1.0, 0.8449895554585334, 0.7565871378713724]",Aspergillus
sample_0887,Electrochemical,pathogen_0887,Fungi,"[0.6471153000463252, 0.4940078192190246, 0.44606169016711533]",1,"[1.0, 0.7633999987075872, 0.689307902525536]",Penicillium
sample_0888,Electrochemical,pathogen_0888,Fungi,"[0.4562170366508408, 0.4954065696735571, 0.5044565795209891]",0,"[0.9043732506850152, 0.9820598834174677, 1.0]",Aspergillus
sample_0889,Mass-based,pathogen_0889,Fungi,"[0.6784803162336295, 1.0813092296076001, 0.7092330530504066]",1,"[0.6274618746016303, 1.0, 0.6559021541948574]",Aspergillus
sample_0890,Electrochemical,pathogen_0890,Fungi,"[0.6112539313920918, 0.5137003506308608, 0.6348208649006756]",1,"[0.9628762461796667, 0.8092052089548674, 1.0]",Aspergillus
sample_0891,Optical,pathogen_0891,Virus,"[-0.10468979095655473, 0.33255996812275235, 0.22380135002319845]",1,"[-0.3147997383675245, 1.0, 0.6729653941408558]",Hepatitis
sample_0892,Mass-based,pathogen_0892,Bacteria,"[0.7467482196448014, 0.8382570997146306, 0.8056206193524325]",1,"[0.8908343512974937, 1.0, 0.9610662643080403]",L. monocytogenes
sample_0893,Electrochemical,pathogen_0893,Fungi,"[0.46196804368173305, 0.2952145583167495, 0.38997908847040397]",1,"[1.0, 0.6390367523346133, 0.8441689718674027]",Penicillium
sample_0894,Electrochemical,pathogen_0894,Bacteria,"[0.4104570532813443, 0.3964551848780619, 0.37259983489773174]",0,"[1.0, 0.9658871292590874, 0.9077681377845306]",L. monocytogenes
sample_0895,Mass-based,pathogen_0895,Bacteria,"[0.6289779749239389, 0.4251746442418721, 0.6218927689454623]",1,"[1.0, 0.6759769995019105, 0.9887353671178495]",L. monocytogenes
sample_0896,Electrochemical,pathogen_0896,Virus,"[0.5799148512883989, 0.44531769747113503, 0.3662176026882864]",1,"[1.0, 0.7679018678031285, 0.6315023694852088]",HIV
sample_0897,Electrochemical,pathogen_0897,Bacteria,"[0.6449651256181403, 0.4901203489560918, 0.2902463222216606]",1,"[1.0, 0.7599175978489628, 0.4500186299894679]",E. coli
sample_0898,Optical,pathogen_0898,Virus,"[0.3448155095681839, 0.6023295768565993, 0.4445371772129818]",1,"[0.5724698285076519, 1.0, 0.738029800118575]",HIV
sample_0899,Mass-based,pathogen_0899,Virus,"[0.3825873553675764, 0.8280686486303186, 0.6357924099233673]",1,"[0.4620237174784985, 1.0, 0.7678015717356415]",Influenza
sample_0900,Optical,pathogen_0900,Virus,"[0.5583845607608408, 0.2183026312059796, 0.362423871203048]",1,"[1.0, 0.39095391697171195, 0.6490578298032065]",Influenza
sample_0901,Optical,pathogen_0901,Fungi,"[0.3673556512902217, 0.4242833405626777, 0.2138601138448397]",1,"[0.8658262443277659, 1.0, 0.5040502263445504]",Penicillium
sample_0902,Mass-based,pathogen_0902,Virus,"[0.3910628582570731, 0.558230270348536, 0.5790340394267266]",1,"[0.6753711036474563, 0.9640715956892838, 1.0]",HIV
sample_0903,Electrochemical,pathogen_0903,Bacteria,"[0.53626965202469, 0.4270487789846417, 0.32714643093882834]",1,"[1.0, 0.7963321761213149, 0.6100409182277695]",L. monocytogenes
sample_0904,Optical,pathogen_0904,Bacteria,"[0.42644514334523814, 0.3533116889414431, 0.1053648147724433]",0,"[1.0, 0.8285044265480397, 0.24707706587044626]",E. coli
sample_0905,Electrochemical,pathogen_0905,Virus,"[0.5138018083693887, 0.30497305227431115, 0.4260761446204025]",0,"[1.0, 0.5935616560832658, 0.8292616679816794]",Hepatitis
sample_0906,Mass-based,pathogen_0906,Fungi,"[0.5562803025667924, 0.7080575175192865, 0.6461041338371811]",1,"[0.7856428168657077, 1.0, 0.912502329049253]",Penicillium
sample_0907,Electrochemical,pathogen_0907,Bacteria,"[0.3618043549989606, 0.6159694845824282, 0.399510077324631]",1,"[0.5873738294750613, 1.0, 0.6485874500673728]",Salmonella
sample_0908,Electrochemical,pathogen_0908,Virus,"[0.4146326704517513, 0.4443144868908136, 0.6563325879179991]",1,"[0.6317417085246949, 0.6769654517692871, 1.0]",Influenza
sample_0909,Mass-based,pathogen_0909,Fungi,"[0.6078060634549663, 0.6239563743808342, 0.5473311310856342]",1,"[0.9741162818604199, 1.0, 0.8771945500657208]",Penicillium
sample_0910,Mass-based,pathogen_0910,Virus,"[0.6154944803216981, 0.46685759068915766, 0.5665597590378086]",1,"[1.0, 0.7585081680101291, 0.9204952719343431]",Hepatitis
sample_0911,Electrochemical,pathogen_0911,Fungi,"[0.7472987252054805, 0.6325796211860824, 0.42554257378977145]",1,"[1.0, 0.8464882915625817, 0.5694410540748112]",Penicillium
sample_0912,Mass-based,pathogen_0912,Fungi,"[0.6229283042835306, 0.6211647693548755, 0.6841126545184091]",1,"[0.9105639256476697, 0.9079860827777749, 1.0]",Aspergillus
sample_0913,Electrochemical,pathogen_0913,Virus,"[0.4915231624164033, 0.49257169801893164, 0.41923265012318756]",1,"[0.9978713035955061, 1.0, 0.8511099030035515]",Influenza
sample_0914,Electrochemical,pathogen_0914,Fungi,"[0.5528568128747565, 0.6148168759526476, 0.49209048884365464]",1,"[0.8992219220041984, 1.0, 0.8003854612500175]",Candida
sample_0915,Mass-based,pathogen_0915,Virus,"[0.6259632265557256, 0.4433192215331549, 0.4061668128825177]",1,"[1.0, 0.7082192734746678, 0.6488668912987003]",Hepatitis
